"File Path,Class"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-A6Za22IHBY_000002_000012.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-2-2p5R_ujo_000162_000172.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-6rLmGwSr0w_000010_000020.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-0mnCHRQ-Zc_000092_000102.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-2pbmcFUlqg_000008_000018.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-Hmnv3sbems_000019_000029.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-G6dw9OxQ2o_000002_000012.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-CMo6AJhtZo_000075_000085.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-FzMbTz5t_c_000042_000052.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-FbWAfBA60A_000009_000019.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-F3sjyWT0ts_000048_000058.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-6xAzSJcp_A_000041_000051.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-43sC7j9Qa0_000156_000166.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-5FkRTrnSfE_000014_000024.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-IrgG_SljXU_000016_000026.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-GH6c7i8sKg_000000_000010.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-F-p4_qAti8_000015_000025.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-9p3_PenmWA_000118_000128.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-4FLl7iMGPY_000064_000074.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-6wkYqjFei0_000015_000025.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-5_ouPNg-x0_000101_000111.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-70nvwi_zNw_000034_000044.mp4,4"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-9jYaiV_-xw_000010_000020.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-S7fL3iwekg_000000_000010.mp4,15"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-cHfxAxBqo4_000000_000010.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-c9pjgSfKLE_000039_000049.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-OVPE4pVoO8_000010_000020.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-NgLXP47UsE_000037_000047.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ZUXh0uhVwM_000402_000412.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ZEFTYa0ViE_000047_000057.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Y7su5UxZkc_000002_000012.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YOkgQisj2g_000104_000114.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ZEThexrAe0_000002_000012.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-RaSdJaGdYA_000087_000097.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-bo1nVp9MfI_000114_000124.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-SeURs__pCc_000048_000058.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-SPSjyPKalY_000000_000010.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YD8IT6Htqk_000267_000277.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-MldnTjJ-zE_000137_000147.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Rg9ERF1-4s_000025_000035.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-SmfJbcO8WI_000001_000011.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-O4eCvUa9L4_000003_000013.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YXRk2pztS4_000006_000016.mp4,19"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-S28S-C3X9g_000198_000208.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Z1qu3KdiI8_000016_000026.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-PIxtzNjFFg_000114_000124.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Zqy82Ro8SE_000194_000204.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-RdJnx-yQwI_000013_000023.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-RZLc-cSdng_000016_000026.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-cRLocNU9gc_000004_000014.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-XOM5PjRYns_000003_000013.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-WkLm8vfvZk_000022_000032.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-M9djkf2nL4_000000_000010.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Wskln4JY8s_000020_000030.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-SFOE5w0Apk_000194_000204.mp4,15"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-LlOyAxoTI8_000025_000035.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-_6s5xwFqEo_000000_000010.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-RZi4AW5c6Y_000024_000034.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YKDJrc2p5w_000009_000019.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Lk5raoDBdA_000031_000041.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-TJ5RM7Lm04_000033_000043.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Q5qc7aDMQI_000910_000920.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YCuMrVTf0U_000079_000089.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-WxwExdx9g4_000010_000020.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ZJW6ORJNi0_000065_000075.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-Qz-PkmYt-c_000051_000061.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-M7RnqVUjNA_000001_000011.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-WVXLhiSMg0_000027_000037.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YnkBKzWZsA_000018_000028.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ZuX75dPd0Q_000035_000045.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-WyN991lyk8_000012_000022.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-MVb_xJglWU_000008_000018.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-YRNnILulyI_000053_000063.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-PirNk1vKkY_000127_000137.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-RdREpFcycY_000050_000060.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-U2IQ5qOGmQ_000004_000014.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-ah1RjAk0sI_000000_000010.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-O3D5G8xrok_000222_000232.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_1/-OlQoUmWtdw_000018_000028.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-qUYrOaqWOg_000001_000011.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-d_UEIhcjfc_000028_000038.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-sLxWIySYdw_000258_000268.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-rW0jObRpWA_000000_000010.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-nAcJYqKD8Q_000037_000047.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-hwCBoQYeQ0_000065_000075.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-dgPOUvDrcw_000066_000076.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-muRY8Zhjh4_000057_000067.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-nIR1ssTnaE_000004_000014.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-u3Ri_EWqf0_000063_000073.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-hUz_lQZsg0_000352_000362.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-sU5IiBuOO4_000004_000014.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-djWPMSfpZM_000036_000046.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-orvHtyWiEU_000060_000070.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-gdIj0lzvt4_000006_000016.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-rdXB23P39k_000198_000208.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-meoRkRbhRc_000032_000042.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-kEFEZEgY3k_000407_000417.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-q_uJtbu-JA_000025_000035.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-f3onW_tZK4_000100_000110.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-f8InWh-wVQ_000023_000033.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-nDK9fE_CNE_000505_000515.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-fP1UdxOIGs_000000_000010.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-t3DBRyt35s_000051_000061.mp4,15"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-hOOpw_S8uQ_000000_000010.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-ibEWRNi1Cc_000024_000034.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-n92r2DAFnE_000468_000478.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-iMx-0g3A9k_000028_000038.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-qlJmXRti-g_000152_000162.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-pUiDc8X-To_000055_000065.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-szfvr-_la8_000004_000014.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-dPVeLD9-ms_000004_000014.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-rTGNNeCRGI_000000_000010.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-rvS_b-OUpo_000083_000093.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-i4pTCL8uC8_000061_000071.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-o9dVimfAHw_000263_000273.mp4,19"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-qzjWXpmWoI_000003_000013.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-rOaa6JFFPs_000018_000028.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-jDvSfh74Zk_000054_000064.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-nt0YjZdboY_000020_000030.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-fOuSsqgJls_000002_000012.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-uh3xmuIEJE_000198_000208.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-mOiPZGmKCQ_000036_000046.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-pkI8j7DvHI_000007_000017.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-eNob5dRnrY_000312_000322.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-d_4wMddlK8_000019_000029.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-qE0mEU0qgY_000053_000063.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-pVPL2gAVKc_000293_000303.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-l5c6-FmUfA_000016_000026.mp4,4"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-oBY_zORv8I_000003_000013.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-gCbbcIldvc_000019_000029.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-j0PoSltcDw_000002_000012.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-tdr5TVLqXs_000017_000027.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-pcbipwr64U_000021_000031.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-jT3HvUWlGs_000008_000018.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_2/-riGpxoagdg_000093_000103.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/041hsGi5TxU_000038_000048.mp4,17"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/04vt8YfT7XM_000333_000343.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06SM4ZN_maw_001390_001400.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09dT8Sb2D3E_000016_000026.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-ytKvwrcXT4_000002_000012.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-wGuV57TYpA_000049_000059.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0916lKaPolM_000059_000069.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05oSBt2s5lE_000005_000015.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-vWtDRKVDnU_000001_000011.mp4,19"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-y-znu_-vw_000117_000127.mp4,15"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-vL0AJPil6E_000047_000057.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06KepzU2jm8_000004_000014.mp4,4"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06FgcE0nW9s_000039_000049.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/082h0iYtnuc_000019_000029.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-w8WPKfiHB4_000657_000667.mp4,8"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08us014ZLkU_000105_000115.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-opcZQLhtA_000003_000013.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0BOzdhC4WJs_000351_000361.mp4,9"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00feCOo8CEg_000018_000028.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/01QdtRZKXc4_000065_000075.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-zf9RikeKy4_000029_000039.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00Lty3r6JLE_000071_000081.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/070Luq2Vqo0_000017_000027.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09iXwL2KL2I_000132_000142.mp4,19"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-wa9wu7bCJ0_000240_000250.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/011cODTrRYs_000127_000137.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08m52mEBjlo_000010_000020.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06eDnbb3csU_000021_000031.mp4,12"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0B8yap0l98A_000008_000018.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09hrf4tspQM_000007_000017.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09_WmlNUCuA_000274_000284.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05rZJZ-0ugY_000015_000025.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0AxgY7y4X30_000001_000011.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06FObXSod4E_000000_000010.mp4,10"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02JmUBj5xzs_000004_000014.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-we3EJE-6gc_000010_000020.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09W6TMer_pE_000074_000084.mp4,16"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/07SD274Dems_000000_000010.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-zjeY-7fXJw_000095_000105.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0437X8n-VJA_000036_000046.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08gIDD85azQ_000000_000010.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-xQtkrkZSJ0_000006_000016.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00P8qGvMgX4_000087_000097.mp4,0"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-y5p2o2L9Jc_000003_000013.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/01Ox3XPxJpQ_000050_000060.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06-1cMAy4Tg_000003_000013.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-zNzRkmzoT0_000003_000013.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-vLbj-evzhw_000023_000033.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02aGbW2kzUI_000044_000054.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-yhePQ6NFEw_000019_000029.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02JpMEfAtMU_000021_000031.mp4,15"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06ZqVRSZ8wE_000006_000016.mp4,4"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-v6Dj_-drts_000003_000013.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02V3HoGe5xY_000031_000041.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-ul8OLAcsuc_000047_000057.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/070Bwwkaxo8_000050_000060.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0A61TZLTGGg_000002_000012.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08ZyuUSjX0w_000003_000013.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0FtHaBcw4OU_000264_000274.mp4,13"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0RX0aq6gVHU_000044_000054.mp4,3"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0QtS3Ft9ljY_000070_000080.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PkXbJW4aTk_000004_000014.mp4,7"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Ni4Ab8-Sjo_000093_000103.mp4,11"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0MVxFYLQbic_000026_000036.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0MZN_YGHWak_000066_000076.mp4,19"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0SPL2iIawcw_000144_000154.mp4,18"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0N9X4WX7x5E_000044_000054.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PTCyNDpb7c_000011_000021.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Rze2riwkj4_000000_000010.mp4,2"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0M4ScBpCmig_000010_000020.mp4,6"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0CSuK4stBPw_000026_000036.mp4,14"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Ps0j788SLE_000004_000014.mp4,1"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0GJFCtC2GrI_000004_000014.mp4,5"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0JdD4DxzYso_000025_000035.mp4,20"
"/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0NE2gP1aPAs_000001_000011.mp4,20"
