path,class
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0yyXWU6JKtc_000280_000290.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0sBTBSDbxAU_000437_000447.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0qV2fTbgXAQ_000009_000019.mp4,265
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0ojl8BOp3DU_000020_000030.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0wMp-TCWcmg_000026_000036.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/10lpbBJKh0U_000070_000080.mp4,265
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0t2ou6rPPus_000002_000012.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0mMmUXH-sa4_000002_000012.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0sCN7ylyFLs_000012_000022.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0kYIIDZ2Rls_000041_000051.mp4,274
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0qi5NdNS7RE_000045_000055.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/10e_zeGCh-c_000032_000042.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0yp3SgaSocU_000010_000020.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0p82v6cSzOk_000004_000014.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0p5Ph99ZFXM_000037_000047.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0ysbvaGmPlg_000006_000016.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0oEt6N6POFI_000402_000412.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0ytiu05JJLs_000026_000036.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0lJJ5iN--SY_000002_000012.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0zioI99qYmo_000002_000012.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0snJBTZ8M6M_000003_000013.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0xTnfyqj7iY_000068_000078.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0noW-jf_E-A_000013_000023.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_6/0sjiHDzDwVs_000032_000042.mp4,274
