path,class
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-wijBkyKr80_000029_000039.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0BCcrjsLoMY_000475_000485.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0A_ivMQ1Cz4_000030_000040.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0BwI2gigU7k_000001_000011.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05-73___szY_000000_000010.mp4,265
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02WWkTbuAP4_000044_000054.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08STdbIIR7E_000004_000014.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-wgojtq2Nzw_000020_000030.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-yhePQ6NFEw_000019_000029.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/07e-mCJlvDw_000003_000013.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-x8uVwZuQpI_000052_000062.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02V3HoGe5xY_000031_000041.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/03v7qHotE4E_000022_000032.mp4,152
