path,class
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67lKYuusF5s_000065_000075.mp4,87
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5veF8KiqbxQ_000099_000109.mp4,282
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5ynQyEAKgZs_000022_000032.mp4,298
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66dEEJowD5k_000022_000032.mp4,341
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67kh2yzBpC8_000016_000026.mp4,5
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68JjymWx_CY_000038_000048.mp4,257
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5unQcrkNswM_000048_000058.mp4,364
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62QJHVrUDUM_000005_000015.mp4,207
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61-y723V1tI_000020_000030.mp4,47
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62o3jUClK5g_000180_000190.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wOmHw6Boj8_000016_000026.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61GrOGdE31E_000010_000020.mp4,255
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63w6HMEVJp0_000198_000208.mp4,44
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61-3-07QkUg_000001_000011.mp4,375
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5yPwHUy_kNQ_000050_000060.mp4,368
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zYbXkLZ20k_000000_000010.mp4,77
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5ut3SxhTOf0_000019_000029.mp4,127
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62vyCc2WKNI_000001_000011.mp4,23
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68nx1D3M5ZQ_000091_000101.mp4,97
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62eS9TXi83o_000025_000035.mp4,173
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AfEwxJbdEY_000018_000028.mp4,304
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63LKaOks-Gw_000142_000152.mp4,29
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63s6EkOcLvo_000178_000188.mp4,382
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wlLrPP9Ca0_000001_000011.mp4,131
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/650wMHKStf8_000003_000013.mp4,313
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62JoqgOLjlU_000031_000041.mp4,345
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62OYJS1qFO8_000106_000116.mp4,365
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vQ1kBIpXDo_000140_000150.mp4,295
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-WaFgJtxbs_000143_000153.mp4,317
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wFJqYEB3-M_000258_000268.mp4,380
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zA0vkqQeLY_000057_000067.mp4,284
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AzvvbC1IKk_000000_000010.mp4,3
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61gRmBfYWx8_000020_000030.mp4,327
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62AoqJQu3UE_000010_000020.mp4,147
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vGbIRKlWUc_000244_000254.mp4,171
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66jfSBGjD2g_000066_000076.mp4,146
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/644dCz0_SpM_000037_000047.mp4,249
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5welCLaWpOQ_000008_000018.mp4,333
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69WuDxICM2Q_000065_000075.mp4,230
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/687jMNsrhr4_000177_000187.mp4,113
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67kPq1rjd_c_000035_000045.mp4,244
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62FcXV5bh6w_000032_000042.mp4,323
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67nVTgw4VXY_000072_000082.mp4,309
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65v6pAWQ17s_000058_000068.mp4,363
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61k0ovXbX9U_000033_000043.mp4,313
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68oHDNBru54_000001_000011.mp4,336
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66cV4llQAV8_000061_000071.mp4,233
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/670kCBcjRFk_000004_000014.mp4,230
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6Az6QM0F-is_000000_000010.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64eLxdFMDMs_000013_000023.mp4,198
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64CJGgzw6H4_000030_000040.mp4,392
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66SPky6zZwM_000012_000022.mp4,25
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-lUaTqETNI_001074_001084.mp4,36
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6BIFvasLsq8_000089_000099.mp4,326
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-6uhZSXFfk_000249_000259.mp4,137
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64cvu2_kZu0_000017_000027.mp4,217
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62ZqVpSvQa0_000054_000064.mp4,228
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xBZVN9phiM_000002_000012.mp4,378
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5uee543f_NU_000001_000011.mp4,129
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zoJN9LDQXA_000032_000042.mp4,262
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-nw-4COrkI_000123_000133.mp4,292
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65WRMPboy3s_000014_000024.mp4,75
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67zTBA-YYq4_000045_000055.mp4,143
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zcm2aYFYHw_000044_000054.mp4,68
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6BJ0rlys2hk_000063_000073.mp4,340
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6BLbcVWVE4k_000004_000014.mp4,40
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/637Yr4vhQJ0_000035_000045.mp4,87
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/673_zZfIRJs_000067_000077.mp4,131
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60HcAbLsVTU_000003_000013.mp4,231
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xxhaQAOpbE_000100_000110.mp4,71
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61hCQWn_y3A_000011_000021.mp4,354
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5yI252ReAuw_000002_000012.mp4,63
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/690_y7t-6yU_000044_000054.mp4,205
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/652Ek-OhF6s_000002_000012.mp4,320
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6BKkeYJ5Y-M_000383_000393.mp4,339
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/605AELvUwOg_000076_000086.mp4,228
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-O5ahdLOxA_000002_000012.mp4,49
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66du5aoLFgM_000024_000034.mp4,291
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xuDKqZaeuk_000014_000024.mp4,79
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xMztaETuwI_000135_000145.mp4,308
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vGFsF_EuFQ_000013_000023.mp4,365
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/623z-Qnxouw_000234_000244.mp4,133
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5unu_IlrT7E_000077_000087.mp4,207
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69a7stkKYdk_000104_000114.mp4,316
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63BAVgpz2ME_000001_000011.mp4,59
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zI7a6N9kR0_000072_000082.mp4,18
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61nXrQfwN-Q_000001_000011.mp4,242
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6A3zPVCjQW8_000004_000014.mp4,16
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6Av3JDKDVQg_000080_000090.mp4,79
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AANRjLyhjw_000098_000108.mp4,228
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62job1jvsmA_000236_000246.mp4,125
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5uZO4oC7sp0_000025_000035.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67b69dTmbv4_000015_000025.mp4,223
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69LPF7WQiTM_000003_000013.mp4,377
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69ch3X6Frpg_000013_000023.mp4,331
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64cQuer5lFk_000004_000014.mp4,132
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68SZHmnp4fI_000059_000069.mp4,198
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AvyTPDX974_000789_000799.mp4,192
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64Cypy_CpBQ_000020_000030.mp4,27
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xCa-IL4zuA_000207_000217.mp4,214
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62xuT2_C9ro_000001_000011.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69SDvrROq8U_000000_000010.mp4,68
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/691mbyVwhMY_000005_000015.mp4,336
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68VjKEKqwdY_000135_000145.mp4,57
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62lFuFnAnTM_000282_000292.mp4,386
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xIfmiRGQdw_000039_000049.mp4,185
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5w3CH9n88Qs_000044_000054.mp4,173
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vCB186kOmw_000178_000188.mp4,277
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xM8iEi00aA_000002_000012.mp4,263
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/633vGklNp8s_000044_000054.mp4,86
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61ofyero1pc_000004_000014.mp4,111
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66qvy71RDXg_000004_000014.mp4,341
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66l0qzewd28_000059_000069.mp4,184
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64A-WSPSX70_000049_000059.mp4,393
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5w5dUi5P1Ig_000003_000013.mp4,124
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65pvWdvfM50_000025_000035.mp4,350
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63TcaXcQwiA_000006_000016.mp4,387
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68_1jupOSEU_000000_000010.mp4,79
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5upy1aw8PKk_000075_000085.mp4,364
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66msY4MTjxA_000006_000016.mp4,317
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wvXlRyezDM_000110_000120.mp4,204
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68_xPHoj04E_000025_000035.mp4,10
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62dh0oXHgPw_000001_000011.mp4,250
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-BhwCd-BBE_000003_000013.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-x944y-wZQ_000046_000056.mp4,326
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6A1koD9bOyw_000093_000103.mp4,371
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67L1F5D-Enc_000142_000152.mp4,399
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wxrlN0fcTc_000213_000223.mp4,364
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5umuHDfcIEE_000148_000158.mp4,363
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68U_40lS6C4_000001_000011.mp4,382
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xM79TgIevc_000044_000054.mp4,322
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63ZVs9W_8qw_000011_000021.mp4,124
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67TbtAIJ3WQ_000186_000196.mp4,254
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66axeDiTveY_000157_000167.mp4,70
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60R8CAI0b6M_000026_000036.mp4,153
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vU3qDT1pqo_000072_000082.mp4,25
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65Rwki5pnS4_000021_000031.mp4,291
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5y511QyLSf8_000013_000023.mp4,213
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63bs4lBQfPE_000060_000070.mp4,60
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63hxphmeWnQ_000028_000038.mp4,247
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6418HzNSisc_000081_000091.mp4,79
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5ygRtVPj8dk_000083_000093.mp4,234
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/624smaNrlDY_000004_000014.mp4,220
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64d-uLtYH9Q_000082_000092.mp4,381
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5wDARWk98nM_000014_000024.mp4,131
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6Am-TQ0OeFU_000138_000148.mp4,2
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AzSDBJdNH0_000000_000010.mp4,174
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AWh1i6cqJY_000023_000033.mp4,27
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65kYPogjdvE_000012_000022.mp4,31
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61D6pdxxszE_000003_000013.mp4,250
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zOxsnaSfNA_000223_000233.mp4,192
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-LBdRlFhW0_000090_000100.mp4,18
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5uZlfx9nEnk_000255_000265.mp4,205
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-_TWFYZwoU_000002_000012.mp4,261
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AzikdsiY-0_000004_000014.mp4,367
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60DokiVX_RY_000009_000019.mp4,228
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66aPpEFKAPA_000008_000018.mp4,236
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60u0YR0ndio_000004_000014.mp4,117
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/658yUprsP0Q_000363_000373.mp4,206
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66emuwJof_g_000003_000013.mp4,282
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60C2pVl5KsM_000176_000186.mp4,399
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xb_uAdl5o4_000092_000102.mp4,107
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vI0n-4pl1g_000007_000017.mp4,45
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/602qbnHnq_k_000106_000116.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zpfDTNVB5Y_000003_000013.mp4,59
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67XKsiAdfag_000024_000034.mp4,160
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/64nZkoT17Ww_000026_000036.mp4,339
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AkUakVhpbg_000004_000014.mp4,88
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69kHj6qGzBg_000159_000169.mp4,207
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69Kh0a29JwY_000001_000011.mp4,358
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6A6dOA90_YQ_000004_000014.mp4,88
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AMERQyeg0U_000015_000025.mp4,110
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63L8kBZvaL8_000026_000036.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66GLrPsdCY0_000000_000010.mp4,261
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62KcwwAGgl4_000174_000184.mp4,308
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xj5v6m1dMA_000039_000049.mp4,14
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xeRv-8DdMs_000209_000219.mp4,126
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68HzCksg7Ks_000147_000157.mp4,194
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zrytE7_LkU_000353_000363.mp4,11
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60C0Qu107zQ_000055_000065.mp4,43
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xGUBbUm9vw_000001_000011.mp4,166
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63Bl9m0ZB-c_000313_000323.mp4,327
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/60yNQwpIXTc_000011_000021.mp4,334
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65nKh1jq6UM_000032_000042.mp4,182
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68PG82uKLas_000094_000104.mp4,159
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61krmGsc-J4_000098_000108.mp4,11
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/61n998f_-vs_000008_000018.mp4,182
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69eeW4VxPjE_000010_000020.mp4,13
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/62I5M9jwJEA_000007_000017.mp4,252
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-GLvoRAlMw_000088_000098.mp4,165
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5vZ7CRTsn_4_000012_000022.mp4,246
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6-Q6CbU-Gtc_000165_000175.mp4,229
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63f4pkbT2A0_000087_000097.mp4,167
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6AJ__WOXoTw_000000_000010.mp4,381
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zyccvGs1PQ_000025_000035.mp4,60
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69txj6azx1Q_000086_000096.mp4,228
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63bu9PYKFys_000205_000215.mp4,176
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/66CLAO5zaB4_000006_000016.mp4,250
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6903jw-K3OU_000000_000010.mp4,166
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5zEMK58hwq0_000084_000094.mp4,221
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/68-XMN_OnVg_000028_000038.mp4,159
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5uoDRM_ew-U_000003_000013.mp4,207
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6ANB27BVrdY_000030_000040.mp4,166
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63t4HVoBqB4_000001_000011.mp4,362
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/65FUUg7kzqQ_000042_000052.mp4,218
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/640XmLuj5eA_000107_000117.mp4,169
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5ujSUSkecoo_000002_000012.mp4,285
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/681Js-HgD2Q_000010_000020.mp4,173
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5v0VuXysBZk_000015_000025.mp4,31
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/5xRAELlf3-c_000000_000010.mp4,79
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/67s_L4Er62E_000033_000043.mp4,355
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/6--ku2P5Q9c_000118_000128.mp4,362
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/69XCCb6Cvhs_000108_000118.mp4,338
